returns_binned,SMA_ratio_binned,MACD_hist_binned,RSI_binned,SO_diff_binned,Profit
1,0,2,1,3,-0.27698278427135126
3,0,2,1,3,1.3867020606993519
3,0,3,2,3,1.4835000038148083
0,0,3,1,2,-0.5568265914915882
3,0,3,1,2,0.4640817642211914
3,0,3,1,3,0.9292960166930042
0,0,3,0,3,-0.6507635116578259
3,0,3,2,3,1.6751885414124645
0,0,3,2,0,-0.8382797241212048
2,0,3,2,1,0.2793073654175915
0,0,3,0,0,-2.322375774383656
0,0,3,0,0,-1.4804601669311523
3,0,3,1,3,1.758575439453236
3,0,3,2,3,1.2068748474121094
0,0,3,1,0,-1.5776753425597034
1,0,2,2,0,0.0
1,0,2,2,2,-0.18531084060680048
0,0,2,2,2,-0.4628300666807972
0,0,1,1,0,-3.5032033920288086
2,0,0,1,1,0.2756714820859596
3,0,0,1,3,1.472771167755238
0,0,0,1,2,-0.4608035087584339
2,0,1,1,2,0.2764463424681507
1,0,1,1,2,-0.1842975616455078
0,0,1,0,1,-0.644385814666637
3,0,1,0,2,0.644385814666637
0,0,1,0,0,-2.2057294845582165
0,0,0,0,0,-1.4649033546446644
0,0,0,0,1,-1.0045766830445446
3,0,0,0,3,1.0960102081299938
0,0,0,0,2,-0.6395578384400524
2,0,0,0,2,0.36531686782848016
0,0,0,0,0,-1.641988754272461
3,0,1,0,3,3.840208053588867
0,0,1,0,1,-2.380967140197643
0,0,1,0,0,-1.0948777198792614
3,0,2,1,3,3.0170679092408337
0,0,2,1,3,-0.7331371307374157
3,0,3,2,3,1.9268989562988281
3,0,3,2,2,1.657724380493164
3,0,3,2,3,2.9615163803100586
3,0,3,3,3,4.851520061493031
3,0,3,3,2,2.1613240242003284
3,0,3,3,1,2.5498270988464355
3,0,3,3,2,1.8022656440735974
0,0,3,3,1,-1.2338757514955834
2,0,3,3,1,0.0948309898377575
1,0,3,3,2,0.0
0,0,3,3,1,-1.4200806617737927
0,0,3,3,0,-1.3216733932494007
0,0,3,3,0,-1.6001462936401367
0,0,3,3,1,-0.5634427070616566
1,0,1,3,1,-0.1877546310425915
2,0,0,3,1,0.1877546310425915
1,0,0,3,0,0.0
0,0,0,3,0,-2.1539926528931774
2,0,0,3,0,0.0934600830078125
0,0,0,3,2,-0.9337067604066052
3,0,0,3,3,0.8402466773987927
3,0,0,3,3,2.717435359954834
3,0,0,3,3,2.4492740631103516
3,0,1,2,3,0.9453892707823597
0,0,1,1,0,-3.6765336990355335
3,0,2,2,3,5.762815475463978
3,0,3,2,3,2.0952224731444202
3,0,3,2,1,0.7641315460203968
2,0,3,2,1,0.19115209579478876
2,0,3,2,1,0.2869963645936169
3,0,3,3,2,1.1495351791379615
3,0,3,3,2,1.056194305420033
3,0,3,3,2,1.3474822044371448
2,0,3,3,1,0.28920173645041736
2,0,3,3,0,0.19294023513782843
3,0,3,3,1,0.9657144546509899
0,0,3,3,1,-0.48315525054942743
0,0,3,3,0,-1.4463067054749645
1,0,2,3,1,-0.1925826072691761
0,0,1,3,0,-0.8655190467834473
1,0,0,3,0,0.0
3,0,0,3,3,2.7942657470702015
0,0,0,3,0,-3.0823349952695533
3,0,0,3,3,3.662407398223766
2,0,0,3,3,0.09679794311523438
0,0,0,2,0,-3.663301467895397
0,0,0,1,0,-3.6359429359436035
0,1,0,1,1,-1.4278292655945934
3,1,0,1,2,0.7609724998474121
3,1,0,1,3,1.9077062606811523
3,1,0,1,3,1.627504825592041
0,1,0,1,2,-0.5751252174376331
3,1,0,1,2,0.5751252174376331
2,2,0,1,2,0.38367509841918945
3,2,0,1,3,1.3453364372253418
0,2,0,1,1,-0.6731152534485974
2,2,1,1,2,0.38444995880138055
0,2,1,1,1,-0.5766749382017933
0,2,0,1,2,-0.576019287109597
3,2,1,1,3,0.8643269538880505
3,2,1,2,3,2.215743064880371
0,2,2,1,1,-1.1573433876037598
0,2,1,2,0,-0.673830509185791
0,2,1,1,0,-1.82420015335083
3,2,1,1,3,3.9450526237487793
0,2,1,1,0,-2.985715866088756
3,2,1,2,0,1.3461709022519752
1,3,1,3,2,-0.0963211059568092
0,3,0,2,0,-4.694521427154652
3,3,0,2,1,1.5279054641722523
0,3,0,1,1,-1.0509490966795765
1,3,0,1,1,0.0
2,3,0,1,2,0.19091367721557617
3,3,0,2,3,4.893779754638783
0,3,1,1,2,-1.0596513748170056
1,3,2,2,0,-0.19246339797973633
0,3,1,1,0,-1.2488961219788708
3,3,2,2,3,2.5974512100219727
3,3,3,2,3,0.7722973823548474
1,3,3,2,2,-0.1932382583618164
1,3,3,1,1,-0.19299983978260382
3,3,3,2,2,0.5794763565062366
2,3,3,2,2,0.19341707229614258
1,3,3,2,1,-0.386655330657959
0,3,2,1,0,-1.2543201446532093
3,3,2,2,3,1.7376542091368519
3,3,3,2,3,1.1617541313171387
0,3,2,2,0,-1.0651350021363415
3,3,3,3,2,1.162111759186013
3,3,3,3,3,2.527177333831565
3,3,3,3,0,0.6825923919679955
1,3,3,3,0,-0.19514560699485095
3,3,3,3,2,0.5857348442078747
3,3,3,3,2,1.2711882591247559
0,3,3,3,1,-0.4894137382506214
3,3,3,3,2,3.632545471191184
3,3,3,3,2,0.49299001693725586
3,3,3,3,2,2.670288085937611
3,3,3,3,2,2.086818218231201
0,3,3,3,0,-0.5971193313598633
2,3,3,3,1,0.19890069961547852
3,3,3,3,3,2.4937987327575684
0,3,3,3,2,-0.7993578910827637
1,3,3,3,1,-0.2993941307067871
1,3,3,3,1,-0.29927492141723633
1,3,3,3,1,-0.09971857070922852
2,3,2,3,1,0.09971857070922852
0,3,1,3,1,-0.7971525192259632
0,3,0,3,0,-0.6964206695556641
1,3,0,3,0,-0.19884109497081415
2,3,0,3,0,0.2982616424560547
1,3,0,3,0,-0.2982616424560547
1,3,0,3,0,-0.2980232238769531
3,3,0,3,3,1.292884349822998
0,3,0,3,0,-3.868699073791615
3,3,0,2,2,0.8901357650757946
0,3,0,1,1,-1.8771886825561523
0,3,0,1,1,-0.49287080764759406
0,3,0,0,1,-1.8682479858400658
2,3,0,0,2,0.39279460907004626
0,3,0,0,1,-3.230929374694824
0,3,0,0,2,-2.044975757598988
3,3,0,0,3,1.1674761772155762
1,3,0,0,2,-0.38945674896240234
3,3,0,0,2,1.0718107223509632
3,3,0,0,3,1.8569231033326306
0,3,0,0,2,-0.6849169731140137
2,3,0,0,2,0.09781122207641602
2,3,0,0,3,0.09769201278697626
2,3,0,0,2,0.2936124801634632
3,3,1,0,3,2.059638500213734
3,3,2,1,3,0.5900263786314808
0,3,3,0,1,-0.6883144378662109
3,3,3,0,2,0.58990716934193
2,3,3,1,2,0.09840726852428094
2,3,3,1,2,0.19687414169311523
3,3,3,1,3,0.8867383003234863
0,3,3,1,0,-3.1456947326660156
3,3,3,2,2,2.062082290649414
0,3,2,1,0,-2.8454065322875977
1,3,1,2,0,0.0
0,3,1,2,1,-0.5866289138793945
0,3,0,1,1,-1.5611052513122559
2,3,0,2,2,0.09745359420776367
0,3,0,0,1,-4.171788692474365
3,3,0,0,2,1.3543367385864258
0,3,0,0,0,-3.5713911056518555
1,3,0,0,1,-0.38444995880138055
3,3,0,0,3,1.5400052070619896
0,3,0,0,1,-2.020239830017201
2,3,0,0,1,0.09602308273326532
0,3,0,0,1,-0.47993659973166736
2,3,0,0,2,0.09590387344360352
2,3,0,0,2,0.09602308273326532
0,3,0,0,1,-0.47957897186279297
3,3,0,0,2,0.47957897186279297
2,3,1,0,2,0.38391351699840204
3,3,2,0,3,1.0576844215391956
1,3,2,0,3,-0.2887248992919922
0,3,2,0,0,-1.2488961219788708
3,3,3,0,3,0.8643269538880505
0,3,2,0,1,-2.3013949394226074
3,3,3,0,3,2.2053122520445667
2,3,3,0,3,0.1922249794008568
2,3,3,1,3,0.3846883773803711
0,3,3,0,0,-1.2491345405579724
0,3,3,1,0,-0.5754828453063965
0,3,2,0,0,-3.8192272186280407
1,3,1,0,0,0.0
3,3,2,1,3,3.340125083923562
2,3,2,1,3,0.09578466415405273
0,3,2,1,0,-2.293229103088379
1,3,2,1,0,-0.3812313079836205
0,3,1,0,0,-2.280712127685436
3,3,1,0,1,0.4742741584777832
1,2,0,0,1,-0.2846717834471546
2,2,1,0,2,0.3795623779295765
0,2,1,0,2,-0.47445297241199835
2,2,1,0,2,0.18972158432006836
3,2,2,1,3,1.32995843887318
0,2,2,0,2,-0.4753470420836292
0,2,2,1,0,-0.8546113967895508
2,2,2,0,1,0.18984079360950812
0,2,2,0,0,-2.1779537200927734
1,1,1,0,0,0.0
0,1,1,0,2,-1.13236904144276
0,1,0,0,2,-1.787722110748402
3,1,1,0,3,1.882016658782959
0,1,0,0,1,-1.5061497688293457
3,1,1,0,1,0.47010183334350586
3,1,2,0,3,1.7908215522766113
0,0,2,0,0,-1.6025900840759277
2,0,2,0,1,0.3765225410461426
2,0,2,1,2,0.0942349433900036
0,0,2,0,0,-1.1290907859803356
3,0,3,1,3,2.0720958709715687
0,0,3,1,2,-0.943005084991233
1,0,3,1,1,-0.1884102821352318
2,0,3,1,2,0.1884102821352318
2,0,3,0,2,0.09423494338978156
2,0,3,1,2,0.3769993782042347
2,0,3,1,2,0.3773570060732201
3,0,3,1,3,0.8501410484311744
0,0,3,1,0,-2.3577213287352405
0,0,3,1,0,-1.1275410652159534
1,0,2,1,0,-0.3753900527956322
0,0,1,1,2,-0.46867132186878546
3,0,2,1,3,1.125633716583252
2,0,2,1,3,0.09393692016601562
3,0,2,2,3,1.034379005432129
3,0,3,1,3,0.7537007331848145
0,0,3,1,1,-0.7537007331848145
3,0,3,2,3,1.7917752265930176
3,0,3,2,3,0.7564425468443714
0,0,3,2,0,-0.47284364700317383
0,0,3,1,0,-1.8871426582336426
3,0,3,2,1,0.659644603729248
3,0,3,3,3,4.737913608551247
3,0,3,3,3,0.9530186653136097
0,0,3,2,0,-1.3338327407836914
0,0,3,1,0,-4.262804985046387
2,0,3,1,0,0.09435415267944336
1,0,2,1,0,-0.37711858749378546
1,0,1,2,0,-0.18852949142467157
3,0,1,2,2,0.7543563842774548
0,0,1,2,0,-1.2252330780030407
2,0,0,2,1,0.3766417503358044
0,0,0,2,1,-1.2230873107911266
3,0,0,2,2,0.7523298263549805
1,0,0,1,2,-0.09411573410023077
3,0,1,2,3,1.6967058181761585
3,0,1,2,3,0.5668997764586292
2,0,2,2,2,0.09453296661399158
0,0,2,1,0,-1.5105009078979492
1,0,2,1,2,0.0
2,0,2,2,3,0.2827644348143421
3,0,2,2,3,0.5663037300109863
0,0,2,0,1,-0.5663037300109863
1,0,1,0,0,-0.3770589828491211
0,0,1,0,0,-1.5055537223817028
3,0,1,1,3,1.0346174240112305
0,0,1,1,2,-0.9406208992003284
0,0,0,1,0,-0.6573200225830078
3,0,0,1,2,0.6573200225830078
3,0,1,1,3,0.5640983581542969
3,0,1,2,3,0.47057867050159796
2,0,1,1,3,0.1884102821352318
3,0,2,2,3,0.47123432159401624
1,0,2,2,3,0.0
1,0,2,2,1,-0.2827644348143421
3,0,2,1,3,0.9433627128601074
0,0,2,1,0,-1.03759765625
0,0,2,1,0,-0.5649924278259277
2,0,2,1,2,0.3765225410461426
2,0,2,1,1,0.18846988677978516
0,0,2,1,0,-0.6591081619261585
0,0,1,1,0,-0.7522106170656517
3,0,1,1,3,1.5055537223817028
3,0,2,2,3,0.6601214408875622
3,0,2,3,2,1.3229846954343483
1,0,3,2,1,0.0
3,0,3,3,3,1.706242561340443
0,0,2,1,0,-7.163822650909424
3,0,1,1,1,2.2509098052978516
3,0,1,2,3,2.3557543754577637
3,0,3,3,3,6.370425224304199
1,0,3,3,3,-0.09572505950916632
3,0,3,3,2,1.6294121742247425
0,0,3,3,1,-0.6715655326843262
0,0,3,2,0,-1.435995101928822
3,0,3,2,1,0.47814846038840564
2,0,3,3,2,0.09572505950916632
1,0,3,3,1,-0.2870559692383923
0,0,3,2,1,-0.9555220603941761
2,0,2,2,1,0.09548664093017578
3,0,3,3,3,3.16101312637318
0,0,3,3,2,-1.055896282195934
1,0,2,3,1,-0.19180774688720703
0,0,2,2,0,-0.5747675895692028
0,0,1,2,0,-0.5741715431212269
3,0,1,2,2,1.2448430061340332
0,0,0,2,0,-1.9137859344482422
0,0,0,3,0,-2.001345157623402
0,0,0,2,1,-1.9931793212889515
3,0,0,2,2,0.47391653060913086
0,0,0,0,1,-1.7981529235839844
3,0,0,1,3,5.605399608612172
0,0,0,0,1,-3.6176443099975586
3,0,0,1,1,1.7102956771849476
0,0,0,1,1,-1.425623893737793
0,0,0,1,0,-2.3669004440307617
3,0,0,1,2,1.323997974395752
1,0,0,1,2,-0.28395652770996094
2,0,0,1,2,0.18936395645141602
0,0,0,1,1,-0.5678534507752575
1,0,0,0,1,-0.0944733619687721
3,0,0,1,3,1.7998218536375843
3,0,1,1,3,0.5697011947631836
2,0,2,1,2,0.28520822525024414
1,0,2,1,1,-0.3802180290222168
0,0,2,1,1,-0.47469139099121094
1,1,2,1,3,-0.2846717834471546
3,1,2,2,3,1.7102956771849476
0,1,2,1,0,-2.184271812438965
3,1,2,2,3,1.8036365509032093
0,1,2,2,1,-1.1399388313292347
3,1,2,1,3,1.4253854751588024
1,1,2,2,0,-0.1903176307679333
0,1,2,1,0,-0.9502768516540527
3,1,3,2,3,3.5254359245300293
3,1,3,3,3,0.5741715431212269
3,1,3,3,3,3.2660365104675293
3,1,3,3,3,3.1908750534058727
0,1,3,3,0,-0.872194766998291
2,2,3,3,1,0.2905130386352539
3,2,3,3,2,0.678718090057373
0,2,3,3,1,-1.16288661956776
3,2,3,3,2,0.7749795913696289
1,2,3,3,2,-0.2908110618592419
2,2,3,3,1,0.1938343048095703
2,2,3,3,2,0.09697675704967157
1,2,3,3,1,-0.2908110618592419
0,2,2,3,1,-0.6777644157409668
1,2,1,3,0,-0.29015541076660156
3,2,1,3,2,1.0648369789123535
3,2,1,3,2,1.455843448638805
0,2,1,3,0,-0.4857182502745472
3,2,1,3,2,0.9719729423521839
1,2,1,3,1,-0.3889799118039772
0,2,0,3,0,-3.1012892723084606
3,2,0,3,0,1.0638833045960583
0,2,0,2,1,-1.9326210021972656
3,2,0,1,3,1.35207176208485
3,2,0,2,3,2.3263096809387207
1,2,0,2,3,-0.19431114196777344
1,2,0,2,1,-0.19413232803333624
0,3,0,2,0,-0.8730292320252575
3,3,0,2,3,1.5531182289124645
1,3,1,2,2,-0.29164552688609735
1,3,1,2,1,-0.3884434700011097
3,3,1,2,2,0.5828142166135475
3,3,1,2,3,0.4862546920776367
1,3,1,2,2,0.0
3,3,1,2,3,0.7789731025695801
0,3,1,2,1,-0.6816983222960316
1,3,1,2,1,0.0
1,3,1,2,1,-0.2918839454651989
0,3,1,1,0,-0.7773637771605335
0,3,0,1,0,-0.5823373794554554
0,3,0,2,0,-0.5816221237183727
0,3,0,1,0,-0.48410892486561163
0,3,0,2,0,-1.4495253562928356
3,3,0,2,3,1.7400383949279785
0,3,0,0,1,-1.836538314819336
1,3,0,0,0,-0.2893209457398571
0,3,0,0,0,-3.458857536315918
1,3,0,0,3,0.0
1,3,0,0,2,-0.09572505950927734
0,3,0,0,1,-0.6695985794067383
3,3,0,0,3,1.3400912284852184
0,3,0,0,2,-0.5747675895692028
0,3,0,0,0,-1.6249418258664772
1,3,0,0,1,-0.1907944679261364
2,3,0,0,2,0.28628110885620117
3,3,0,0,2,0.4773736000059925
2,3,0,0,2,0.09560585021994861
2,3,0,0,2,0.09554624557484015
0,3,1,0,1,-0.764012336730846
2,3,1,0,2,0.28640031814564093
1,3,1,0,2,-0.38182735443115234
0,3,1,0,1,-0.47671794891368524
3,3,2,0,2,0.47671794891368524
1,3,2,0,1,-0.3814101219176136
3,3,2,0,3,1.5276074409483753
3,3,3,0,3,0.5741715431212269
3,3,3,2,3,0.8623600006103516
1,3,3,2,1,-0.19168853759754523
0,3,3,2,0,-0.4792213439940296
1,3,3,2,1,0.0
3,3,3,2,3,1.8232464790344238
3,3,3,3,1,1.1549592018127441
0,3,3,3,0,-0.9627342224122204
0,3,3,2,0,-1.7279982566833496
3,3,3,3,3,6.075024604797363
0,3,3,3,2,-2.4196505546569824
0,3,3,2,0,-2.119600772857555
0,3,3,2,0,-1.7274618148804821
1,3,2,2,0,-0.09578466415394171
2,3,1,2,1,0.09578466415394171
2,3,1,2,2,0.2875328063964844
1,3,1,2,2,-0.09584426879882812
1,3,1,2,1,-0.28747320175159796
0,2,1,2,0,-0.6699562072756127
0,2,0,1,1,-0.6691217422484241
1,2,0,1,2,0.0
3,2,0,1,3,0.6691217422484241
0,2,0,1,1,-0.8600354194640003
2,2,0,1,1,0.09542703628540039
3,2,1,1,3,0.5733966827393688
0,2,0,1,0,-1.0506510734559216
3,2,1,1,3,2.678692340850719
0,2,1,1,0,-3.9173364639280006
0,2,0,1,0,-1.2355446815491833
3,2,0,0,3,1.2355446815491833
0,2,0,0,2,-0.47552585601817743
3,2,1,0,3,1.5233755111694336
3,2,2,2,3,3.8297176361083984
