returns_binned,SMA_ratio_binned,MACD_hist_binned,RSI_binned,SO_diff_binned,Profit
0,1,0,0,0,-1.5913844108581543
4,1,0,0,2,0.6955862045288086
4,1,0,0,4,0.6965994834899902
1,1,0,0,2,-0.4976391792296253
2,1,0,0,1,-0.09948015213023798
3,1,0,0,3,0.19890069961547852
1,1,1,0,2,-0.19890069961547852
0,1,1,0,1,-0.6957650184631348
3,1,1,0,3,0.2980232238769531
1,1,1,0,2,-0.19866228103637695
3,1,1,0,2,0.19866228103637695
0,1,1,0,0,-0.6952285766601562
0,1,1,0,1,-0.8922815322875977
0,1,0,0,2,-5.810856819152832
4,1,0,0,4,1.8638372421265759
0,1,0,0,2,-0.9818077087403454
4,1,0,1,4,2.951323986053578
0,1,0,0,3,-0.8871555328370251
0,1,0,0,0,-2.1622180938721813
4,1,0,0,2,1.178145408630371
0,1,0,1,2,-0.5894303321837269
0,1,0,0,0,-2.643883228302002
1,1,0,0,2,-0.1953244209290661
0,1,0,0,1,-0.8778572082519531
4,0,0,0,2,0.6825923919679955
4,0,1,1,4,3.230929374694824
0,0,1,0,1,-5.567431449890248
0,0,0,0,0,-1.5514492988585316
3,0,0,0,2,0.2904534339903675
2,0,0,0,2,0.0
0,0,0,0,1,-0.8710026741027832
0,0,0,0,1,-1.4484524726868786
2,0,0,0,1,0.0
4,0,0,1,3,0.7718801498414196
1,0,1,0,2,-0.4825592041015625
4,0,1,0,3,0.6757974624633789
1,0,2,0,2,-0.1932382583618164
1,0,3,0,1,-0.2895593643189587
4,0,4,1,4,2.1278858184815563
4,0,4,1,4,3.697335720062256
0,0,4,1,1,-2.2411346435545765
4,0,4,2,3,2.1434426307677112
0,0,4,2,2,-1.1703968048095703
4,0,4,2,3,1.0727643966673694
0,0,4,1,0,-3.986358642578014
0,0,4,0,0,-2.4150609970091663
4,0,4,2,3,2.4150609970091663
2,0,4,2,3,0.09673833847045898
4,0,4,2,3,0.5815625190735974
0,0,3,2,0,-1.4523863792420544
4,0,3,2,2,0.9676814079284668
1,0,3,2,2,-0.2904534339903675
1,0,3,2,1,-0.19365549087524414
2,0,3,2,3,0.0
3,0,3,2,3,0.38725137710560187
3,0,3,2,3,0.4845857620240368
0,0,3,2,1,-0.5813241004944958
0,0,3,2,0,-0.9675025939941406
1,0,3,1,1,-0.48291683197021484
2,0,2,1,2,0.0
4,0,3,1,4,0.9663701057434082
0,0,2,0,0,-2.3162364959717907
0,0,0,0,0,-3.5497546195983887
0,0,0,0,1,-2.0985007286070667
4,0,0,0,4,0.7620453834534802
0,0,0,0,2,-0.6668567657471813
3,0,0,0,2,0.19037723541259766
3,0,0,0,2,0.19055604934692383
0,0,0,0,0,-1.8068552017211914
0,0,0,0,1,-3.4995079040527344
4,0,0,0,3,1.3211965560913086
0,0,0,0,2,-1.0384321212769665
0,0,0,0,2,-1.6003251075743519
0,0,0,0,2,-2.063274383544811
4,0,0,0,3,2.157270908355602
3,0,0,0,3,0.18799304962158203
0,0,0,0,2,-0.9394288063048206
2,0,0,0,2,0.09387731552124023
0,0,0,0,0,-13.423502445221057
4,0,0,0,4,10.242104530334473
3,0,0,0,4,0.2799034118653454
0,0,0,0,1,-2.3273229599000134
0,0,0,0,2,-0.5568265914915882
2,0,1,0,3,0.09274482727039679
4,0,2,0,3,1.207590103149414
4,0,4,1,4,3.6411285400389515
4,0,4,1,4,0.656425952911488
0,0,4,1,0,-3.925323486328236
1,0,4,1,0,-0.37223100662220343
1,0,4,1,2,-0.18590688705444336
4,0,4,1,4,2.89076566696167
4,0,4,2,4,0.6551742553709827
0,0,4,1,0,-2.615392208099254
0,0,4,1,0,-2.6938915252685547
2,0,4,1,0,0.09268522262584344
0,0,3,1,0,-2.3106932640076794
4,0,2,1,3,1.2926459312440075
0,0,2,1,2,-0.5543828010560192
2,0,2,3,2,0.09226799011241571
2,0,2,1,2,0.0
1,0,3,1,3,-0.27698278427135126
4,0,3,2,4,1.3867020606993519
4,0,4,2,4,1.4835000038148083
0,0,4,2,2,-0.5568265914915882
3,0,4,2,3,0.4640817642211914
4,0,4,1,4,0.9292960166930042
0,0,4,1,4,-0.6507635116578259
4,0,4,2,4,1.6751885414124645
0,0,4,2,1,-0.8382797241212048
3,0,4,2,1,0.2793073654175915
0,0,4,1,0,-2.322375774383656
0,0,4,0,0,-1.4804601669311523
4,0,4,1,3,1.758575439453236
4,0,4,2,4,1.2068748474121094
0,0,3,2,0,-1.5776753425597034
2,0,3,3,0,0.0
1,0,3,2,3,-0.18531084060680048
1,0,3,2,2,-0.4628300666807972
0,0,1,1,0,-3.5032033920288086
3,0,0,1,1,0.2756714820859596
4,0,1,2,4,1.472771167755238
1,0,1,1,2,-0.4608035087584339
3,0,1,1,2,0.2764463424681507
1,0,1,1,3,-0.1842975616455078
0,0,1,1,1,-0.644385814666637
4,0,1,1,3,0.644385814666637
0,0,1,0,0,-2.2057294845582165
0,0,0,0,0,-1.4649033546446644
0,0,0,0,2,-1.0045766830445446
4,0,0,0,3,1.0960102081299938
0,0,0,0,2,-0.6395578384400524
3,0,0,0,3,0.36531686782848016
0,0,0,0,0,-1.641988754272461
4,0,1,0,4,3.840208053588867
0,0,2,0,1,-2.380967140197643
0,0,1,0,0,-1.0948777198792614
4,0,3,1,4,3.0170679092408337
0,0,3,1,3,-0.7331371307374157
4,0,4,2,4,1.9268989562988281
4,0,4,2,3,1.657724380493164
4,0,4,3,4,2.9615163803100586
4,0,4,3,4,4.851520061493031
4,0,4,4,2,2.1613240242003284
4,0,4,4,1,2.5498270988464355
4,0,4,4,2,1.8022656440735974
0,0,4,4,2,-1.2338757514955834
2,0,4,4,2,0.0948309898377575
2,0,4,4,2,0.0
0,0,4,4,1,-1.4200806617737927
0,0,4,4,1,-1.3216733932494007
0,0,4,4,1,-1.6001462936401367
0,0,3,4,1,-0.5634427070616566
1,0,2,4,1,-0.1877546310425915
3,0,1,4,1,0.1877546310425915
2,0,0,4,0,0.0
0,0,0,4,0,-2.1539926528931774
2,0,0,4,0,0.0934600830078125
0,0,0,4,3,-0.9337067604066052
4,0,0,4,3,0.8402466773987927
4,0,0,4,4,2.717435359954834
4,0,0,4,4,2.4492740631103516
4,0,1,3,4,0.9453892707823597
0,0,1,2,0,-3.6765336990355335
4,0,3,2,4,5.762815475463978
4,0,4,2,4,2.0952224731444202
4,0,4,3,1,0.7641315460203968
3,0,4,3,1,0.19115209579478876
3,0,4,3,2,0.2869963645936169
4,0,4,3,3,1.1495351791379615
4,0,4,4,3,1.056194305420033
4,0,4,4,3,1.3474822044371448
3,0,4,4,2,0.28920173645041736
3,0,4,4,1,0.19294023513782843
4,0,4,4,2,0.9657144546509899
1,0,4,4,2,-0.48315525054942743
0,0,4,4,1,-1.4463067054749645
1,0,2,4,1,-0.1925826072691761
0,0,1,4,0,-0.8655190467834473
2,0,0,4,0,0.0
4,0,1,4,4,2.7942657470702015
0,0,0,4,0,-3.0823349952695533
4,0,0,4,4,3.662407398223766
2,0,1,4,3,0.09679794311523438
0,1,0,3,0,-3.663301467895397
0,1,0,2,0,-3.6359429359436035
0,1,0,1,2,-1.4278292655945934
4,1,0,1,3,0.7609724998474121
4,1,0,2,4,1.9077062606811523
4,2,0,2,4,1.627504825592041
0,2,0,2,2,-0.5751252174376331
4,2,0,1,2,0.5751252174376331
3,2,0,1,3,0.38367509841918945
4,2,0,2,4,1.3453364372253418
0,2,0,1,2,-0.6731152534485974
3,2,1,2,2,0.38444995880138055
0,2,1,2,1,-0.5766749382017933
0,2,1,2,2,-0.576019287109597
4,2,1,2,4,0.8643269538880505
4,3,2,2,4,2.215743064880371
0,3,2,2,1,-1.1573433876037598
0,3,2,2,0,-0.673830509185791
0,3,1,1,0,-1.82420015335083
4,3,2,2,4,3.9450526237487793
0,3,1,2,0,-2.985715866088756
4,3,1,3,1,1.3461709022519752
2,3,1,3,2,-0.0963211059568092
0,3,0,2,0,-4.694521427154652
4,4,0,2,2,1.5279054641722523
0,4,0,1,1,-1.0509490966795765
2,4,0,2,1,0.0
3,4,0,1,2,0.19091367721557617
4,4,1,2,4,4.893779754638783
0,4,2,2,3,-1.0596513748170056
1,4,2,2,0,-0.19246339797973633
0,4,2,2,0,-1.2488961219788708
4,4,3,2,4,2.5974512100219727
4,4,4,3,4,0.7722973823548474
1,4,4,2,2,-0.1932382583618164
1,4,4,2,1,-0.19299983978260382
4,4,4,2,3,0.5794763565062366
3,4,4,2,3,0.19341707229614258
1,4,4,3,1,-0.386655330657959
0,4,3,2,0,-1.2543201446532093
4,4,3,3,4,1.7376542091368519
4,4,3,3,4,1.1617541313171387
0,4,3,3,0,-1.0651350021363415
4,4,3,4,3,1.162111759186013
4,4,4,4,3,2.527177333831565
4,4,4,4,1,0.6825923919679955
1,4,4,4,1,-0.19514560699485095
4,4,4,4,3,0.5857348442078747
4,4,4,4,3,1.2711882591247559
1,4,4,4,1,-0.4894137382506214
4,4,4,4,3,3.632545471191184
3,4,4,4,3,0.49299001693725586
4,4,4,4,3,2.670288085937611
4,4,4,4,2,2.086818218231201
0,4,4,4,1,-0.5971193313598633
3,4,4,4,1,0.19890069961547852
4,4,4,4,4,2.4937987327575684
0,4,4,4,2,-0.7993578910827637
1,4,4,4,1,-0.2993941307067871
1,4,4,4,1,-0.29927492141723633
2,4,4,4,2,-0.09971857070922852
2,4,3,4,2,0.09971857070922852
0,4,2,4,1,-0.7971525192259632
0,4,1,4,1,-0.6964206695556641
1,4,0,4,0,-0.19884109497081415
3,4,0,4,0,0.2982616424560547
1,4,0,4,0,-0.2982616424560547
1,4,0,4,0,-0.2980232238769531
4,4,0,4,4,1.292884349822998
0,4,0,3,0,-3.868699073791615
4,4,0,3,3,0.8901357650757946
0,4,0,2,1,-1.8771886825561523
1,4,0,1,1,-0.49287080764759406
0,4,0,0,1,-1.8682479858400658
3,4,0,0,3,0.39279460907004626
0,4,0,0,2,-3.230929374694824
0,4,0,0,2,-2.044975757598988
4,4,0,0,3,1.1674761772155762
1,4,0,0,2,-0.38945674896240234
4,4,0,0,3,1.0718107223509632
4,4,0,0,4,1.8569231033326306
0,4,0,0,2,-0.6849169731140137
2,4,0,0,2,0.09781122207641602
2,4,0,0,3,0.09769201278697626
3,4,0,0,3,0.2936124801634632
4,4,2,1,4,2.059638500213734
4,4,3,1,4,0.5900263786314808
0,4,3,1,2,-0.6883144378662109
4,4,4,1,2,0.58990716934193
2,4,4,1,3,0.09840726852428094
3,4,4,1,2,0.19687414169311523
4,4,4,2,3,0.8867383003234863
0,4,4,1,0,-3.1456947326660156
4,4,4,2,2,2.062082290649414
0,4,3,1,0,-2.8454065322875977
2,4,2,2,0,0.0
0,4,1,3,1,-0.5866289138793945
0,4,0,2,1,-1.5611052513122559
2,4,0,2,2,0.09745359420776367
0,4,0,1,1,-4.171788692474365
4,4,0,1,3,1.3543367385864258
0,4,0,0,1,-3.5713911056518555
1,4,0,0,2,-0.38444995880138055
4,4,0,0,4,1.5400052070619896
0,4,0,0,1,-2.020239830017201
2,4,0,0,1,0.09602308273326532
1,4,0,0,1,-0.47993659973166736
2,4,0,0,2,0.09590387344360352
2,4,0,0,2,0.09602308273326532
1,4,0,0,1,-0.47957897186279297
3,4,0,0,2,0.47957897186279297
3,4,1,0,3,0.38391351699840204
4,4,2,0,4,1.0576844215391956
1,4,3,0,4,-0.2887248992919922
0,4,3,0,0,-1.2488961219788708
4,4,4,0,4,0.8643269538880505
0,4,3,0,1,-2.3013949394226074
4,4,4,0,4,2.2053122520445667
3,4,4,0,4,0.1922249794008568
3,4,4,1,3,0.3846883773803711
0,4,4,1,0,-1.2491345405579724
0,4,4,1,0,-0.5754828453063965
0,4,2,1,0,-3.8192272186280407
2,4,1,0,1,0.0
4,4,2,2,4,3.340125083923562
2,4,3,2,4,0.09578466415405273
0,4,2,1,0,-2.293229103088379
1,4,2,1,0,-0.3812313079836205
0,3,1,1,0,-2.280712127685436
3,3,1,1,1,0.4742741584777832
1,3,1,1,2,-0.2846717834471546
3,3,1,1,2,0.3795623779295765
1,3,1,0,2,-0.47445297241199835
3,3,1,0,3,0.18972158432006836
4,3,2,1,4,1.32995843887318
1,3,3,1,3,-0.4753470420836292
0,2,3,1,1,-0.8546113967895508
3,2,3,0,2,0.18984079360950812
0,2,2,0,0,-2.1779537200927734
2,2,2,0,1,0.0
0,2,1,0,3,-1.13236904144276
0,2,1,0,2,-1.787722110748402
4,1,1,1,4,1.882016658782959
0,1,1,0,1,-1.5061497688293457
3,1,1,0,1,0.47010183334350586
4,1,2,0,4,1.7908215522766113
0,1,2,0,1,-1.6025900840759277
3,1,3,0,1,0.3765225410461426
2,1,3,1,3,0.0942349433900036
0,0,3,1,0,-1.1290907859803356
4,0,3,1,4,2.0720958709715687
0,0,4,1,2,-0.943005084991233
1,0,4,1,1,-0.1884102821352318
3,0,4,1,2,0.1884102821352318
2,0,4,1,3,0.09423494338978156
3,0,4,1,3,0.3769993782042347
3,0,4,1,3,0.3773570060732201
4,0,4,1,4,0.8501410484311744
0,0,4,1,0,-2.3577213287352405
0,0,3,1,0,-1.1275410652159534
1,0,3,1,0,-0.3753900527956322
1,0,2,2,3,-0.46867132186878546
4,0,2,1,4,1.125633716583252
2,0,2,2,4,0.09393692016601562
4,0,3,2,4,1.034379005432129
4,0,3,2,4,0.7537007331848145
0,0,4,2,1,-0.7537007331848145
4,0,4,3,4,1.7917752265930176
4,0,4,3,3,0.7564425468443714
1,0,4,3,1,-0.47284364700317383
0,0,4,2,0,-1.8871426582336426
4,0,4,2,1,0.659644603729248
4,0,4,3,4,4.737913608551247
4,0,4,4,4,0.9530186653136097
0,0,4,3,0,-1.3338327407836914
0,0,4,2,0,-4.262804985046387
2,0,3,2,0,0.09435415267944336
1,0,3,2,0,-0.37711858749378546
1,0,2,2,1,-0.18852949142467157
4,0,1,3,3,0.7543563842774548
0,0,1,2,1,-1.2252330780030407
3,0,1,3,2,0.3766417503358044
0,0,0,2,1,-1.2230873107911266
4,0,0,2,3,0.7523298263549805
2,0,1,2,3,-0.09411573410023077
4,0,1,2,4,1.6967058181761585
4,0,2,2,4,0.5668997764586292
2,0,3,2,3,0.09453296661399158
0,0,2,1,1,-1.5105009078979492
2,0,2,2,3,0.0
3,0,2,2,4,0.2827644348143421
4,0,2,2,4,0.5663037300109863
0,0,2,0,1,-0.5663037300109863
1,0,2,0,0,-0.3770589828491211
0,0,1,0,0,-1.5055537223817028
4,0,1,2,4,1.0346174240112305
0,0,1,1,2,-0.9406208992003284
0,0,1,1,0,-0.6573200225830078
4,0,1,1,3,0.6573200225830078
4,0,1,1,4,0.5640983581542969
3,0,1,2,3,0.47057867050159796
3,0,2,2,3,0.1884102821352318
3,0,2,3,4,0.47123432159401624
2,0,3,2,3,0.0
1,0,3,2,1,-0.2827644348143421
4,0,3,2,4,0.9433627128601074
0,0,3,1,1,-1.03759765625
0,0,3,1,0,-0.5649924278259277
3,0,2,2,2,0.3765225410461426
3,0,2,2,2,0.18846988677978516
0,0,2,1,0,-0.6591081619261585
0,0,2,1,0,-0.7522106170656517
4,0,2,2,4,1.5055537223817028
4,0,2,2,4,0.6601214408875622
4,0,3,3,3,1.3229846954343483
2,0,4,3,2,0.0
4,0,4,4,4,1.706242561340443
0,0,2,2,0,-7.163822650909424
4,0,1,2,1,2.2509098052978516
4,0,2,2,4,2.3557543754577637
4,0,4,3,4,6.370425224304199
2,0,4,3,3,-0.09572505950916632
4,0,4,4,3,1.6294121742247425
0,0,4,3,2,-0.6715655326843262
0,0,4,3,1,-1.435995101928822
3,0,4,3,2,0.47814846038840564
2,0,4,3,2,0.09572505950916632
1,0,4,3,2,-0.2870559692383923
0,0,4,3,1,-0.9555220603941761
2,0,3,3,2,0.09548664093017578
4,0,4,4,4,3.16101312637318
0,0,3,4,2,-1.055896282195934
1,0,3,3,1,-0.19180774688720703
0,0,2,3,0,-0.5747675895692028
0,0,2,3,0,-0.5741715431212269
4,0,1,3,3,1.2448430061340332
0,0,1,2,0,-1.9137859344482422
0,0,0,4,0,-2.001345157623402
0,0,0,3,1,-1.9931793212889515
3,0,0,2,3,0.47391653060913086
0,0,0,0,1,-1.7981529235839844
4,0,0,2,4,5.605399608612172
0,0,0,1,1,-3.6176443099975586
4,0,0,1,2,1.7102956771849476
0,0,0,1,1,-1.425623893737793
0,0,0,1,0,-2.3669004440307617
4,0,0,1,2,1.323997974395752
1,0,0,1,3,-0.28395652770996094
3,0,0,1,2,0.18936395645141602
0,0,0,1,1,-0.5678534507752575
2,0,0,0,1,-0.0944733619687721
4,1,0,1,4,1.7998218536375843
4,1,1,1,4,0.5697011947631836
3,1,2,1,3,0.28520822525024414
1,1,2,1,1,-0.3802180290222168
1,1,3,1,1,-0.47469139099121094
1,1,2,1,3,-0.2846717834471546
4,1,3,2,4,1.7102956771849476
0,1,3,2,0,-2.184271812438965
4,1,3,2,4,1.8036365509032093
0,1,3,2,1,-1.1399388313292347
4,1,3,1,4,1.4253854751588024
1,1,3,2,1,-0.1903176307679333
0,1,3,2,0,-0.9502768516540527
4,1,4,3,4,3.5254359245300293
4,2,4,4,4,0.5741715431212269
4,2,4,4,4,3.2660365104675293
4,2,4,4,3,3.1908750534058727
0,2,4,4,1,-0.872194766998291
3,2,4,4,1,0.2905130386352539
4,2,4,4,3,0.678718090057373
0,2,4,4,1,-1.16288661956776
4,2,4,4,2,0.7749795913696289
1,2,4,4,2,-0.2908110618592419
3,2,4,4,2,0.1938343048095703
2,2,4,4,2,0.09697675704967157
1,2,4,4,2,-0.2908110618592419
0,2,3,4,1,-0.6777644157409668
1,2,2,4,0,-0.29015541076660156
4,3,1,4,3,1.0648369789123535
4,3,2,4,3,1.455843448638805
1,3,2,4,0,-0.4857182502745472
4,3,2,4,3,0.9719729423521839
1,3,2,4,1,-0.3889799118039772
0,3,0,3,0,-3.1012892723084606
4,3,0,3,1,1.0638833045960583
0,3,0,2,1,-1.9326210021972656
4,3,0,1,4,1.35207176208485
4,3,0,2,4,2.3263096809387207
1,3,0,2,4,-0.19431114196777344
1,3,0,2,1,-0.19413232803333624
0,3,0,2,0,-0.8730292320252575
4,3,1,2,4,1.5531182289124645
1,3,1,2,3,-0.29164552688609735
1,3,1,2,1,-0.3884434700011097
4,4,1,2,3,0.5828142166135475
3,4,1,3,4,0.4862546920776367
2,4,1,3,3,0.0
4,4,2,3,4,0.7789731025695801
0,4,2,3,1,-0.6816983222960316
2,4,1,2,1,0.0
1,4,1,2,1,-0.2918839454651989
0,4,1,2,0,-0.7773637771605335
0,4,0,2,0,-0.5823373794554554
0,4,0,3,0,-0.5816221237183727
1,4,0,2,0,-0.48410892486561163
0,4,0,2,0,-1.4495253562928356
4,4,0,2,4,1.7400383949279785
0,4,0,1,1,-1.836538314819336
1,4,0,1,1,-0.2893209457398571
0,4,0,0,0,-3.458857536315918
2,4,0,0,3,0.0
2,4,0,0,3,-0.09572505950927734
0,4,0,0,1,-0.6695985794067383
4,4,0,0,3,1.3400912284852184
0,4,0,0,2,-0.5747675895692028
0,4,0,0,0,-1.6249418258664772
1,4,0,0,1,-0.1907944679261364
3,4,0,0,3,0.28628110885620117
3,4,0,0,3,0.4773736000059925
2,4,0,0,3,0.09560585021994861
2,4,1,0,2,0.09554624557484015
0,4,1,0,1,-0.764012336730846
3,4,1,0,2,0.28640031814564093
1,4,2,0,2,-0.38182735443115234
1,4,2,0,1,-0.47671794891368524
3,4,2,0,3,0.47671794891368524
1,4,2,0,1,-0.3814101219176136
4,4,3,0,4,1.5276074409483753
4,4,4,1,4,0.5741715431212269
4,4,4,2,4,0.8623600006103516
1,4,4,2,2,-0.19168853759754523
1,4,4,2,0,-0.4792213439940296
2,4,4,2,1,0.0
4,4,4,3,4,1.8232464790344238
4,4,4,3,1,1.1549592018127441
0,4,4,4,0,-0.9627342224122204
0,4,4,3,0,-1.7279982566833496
4,4,4,4,4,6.075024604797363
0,4,4,3,3,-2.4196505546569824
0,4,4,3,0,-2.119600772857555
0,4,4,2,0,-1.7274618148804821
2,3,3,2,0,-0.09578466415394171
2,3,2,2,1,0.09578466415394171
3,3,2,3,3,0.2875328063964844
2,3,1,3,2,-0.09584426879882812
1,3,1,2,1,-0.28747320175159796
0,3,1,2,1,-0.6699562072756127
0,3,1,2,1,-0.6691217422484241
2,3,0,2,2,0.0
4,3,1,2,3,0.6691217422484241
0,3,0,1,1,-0.8600354194640003
2,3,1,2,1,0.09542703628540039
4,3,1,2,4,0.5733966827393688
0,3,1,1,1,-1.0506510734559216
4,3,2,1,4,2.678692340850719
0,3,1,1,0,-3.9173364639280006
0,3,0,1,0,-1.2355446815491833
4,2,0,0,4,1.2355446815491833
1,2,0,0,3,-0.47552585601817743
4,2,1,1,4,1.5233755111694336
4,2,3,2,4,3.8297176361083984
0,2,4,2,2,-0.576317310333252
4,2,4,3,3,5.794227123260387
0,2,4,3,1,-1.4550089836119495
0,2,4,3,0,-0.967562198638805
4,2,4,3,3,1.743018627166637
4,2,4,3,4,1.7493367195129395
1,3,4,4,2,-0.2920031547547497
1,3,4,4,2,-0.1946091651916504
3,3,4,3,1,0.2918839454651989
0,3,4,3,1,-1.263439655303955
0,3,4,3,1,-1.453876495361217
4,3,3,3,2,0.677943229675182
0,3,2,3,0,-0.774681568145752
4,3,2,3,2,1.4535188674925648
1,3,2,4,1,-0.4849433898923561
3,3,1,4,0,0.2908706665037952
0,3,1,4,0,-1.259446144104004
2,3,1,4,2,0.09673833847057
1,3,0,3,4,-0.2902746200563744
0,3,0,3,1,-0.96619129180886
4,3,0,3,3,1.1597275733946644
4,3,0,2,4,0.6777644157409668
4,3,2,3,4,3.69584560394276
4,3,3,4,4,0.7815957069398083
0,3,3,3,1,-1.1720061302186169
1,3,3,2,1,-0.2924799919127308
2,3,3,2,2,0.0
3,3,3,3,3,0.4876255989075817
1,3,3,2,2,-0.19514560699485095
2,3,2,3,2,-0.09745359420754163
2,3,2,3,2,0.0
4,3,2,4,4,1.3672709465025745
2,3,2,4,3,-0.09781122207641602
4,3,3,4,2,0.8807182312010609
0,3,2,4,1,-0.6852149963376686
1,3,2,3,1,-0.39100646972678454
2,3,2,4,0,0.09775161743164062
0,3,1,4,0,-0.6838440895080566
0,3,1,3,0,-0.5853772163390003
0,3,0,3,0,-1.071453094482533
1,3,0,3,1,-0.3889799118039772
2,3,0,3,2,0.0
4,3,0,1,4,0.7783770561217151
0,3,0,0,1,-0.6811618804931641
4,4,0,1,3,0.6811618804931641
4,4,0,2,4,0.8770227432249866
4,4,4,4,4,9.55355167388927
0,4,4,4,4,-1.29103660583485
3,4,4,4,1,0.1983046531676136
0,4,4,4,1,-0.5949735641479492
4,4,4,4,3,1.190781593322754
1,4,4,4,2,-0.4965662956237793
4,4,4,4,2,0.5958080291748047
3,4,4,4,3,0.1988410949705921
2,4,4,4,2,0.0
0,4,4,4,1,-0.8938908576964222
